text	label
dropping	0
really	1
resorting	0
wants to disguise	1
stands in brutal contrast	0
validates	1
is regarded	0
has been efficient enough	1
a blatant case of discrimination in rights	0
but to understand	1
intimidation	0
dismissed	0
refusing	0
utmost suffering	0
harmonious and close	1
a terrorist act	0
keen to fight	0
jumped to the conclusion	0
urged	1
called on	1
want	1
the accusations	0
acts of insubordination	0
regain confidence	1
played the same tactic again	0
have been accused	0
are wondering	0
had favored	1
resented	0
bound to be serious	0
accused	0
it is a canker in the heart , that spreads by vanity through the human soul , turning worldly into spiritual failure	0
violence	0
has allowed itself to infringe international rules	0
definitely the third side will go to no one but britain	0
suffocating	0
won the support	1
the wishes of	1
not tolerable	0
straighten this mess out	0
dragging its feet	0
provocation	0
only just begun	0
terrorists believe that anything goes	0
reassured	1
hostility	0
has put west asia on the brink of another war	0
repeated warnings	0
not allowed to move freely	0
the disagreement	0
double crime	0
approved	1
grew so unhappy	0
has posed serious threats	0
wants	1
were delighted	1
aggressively	0
second only to that of a nuclear war	0
achieving better results	1
only wants	1
wants	1
bloated budget	0
accuses	0
his ship has been sailing towards a wrong direction for far too long	0
first organized protest	0
opts for brute force	0
have avoided	0
will not be able to take the steps absolutely necessary	0
they were wrong	0
resounding pots - and - pans demonstrations	0
different	0
israeli abuses against palestinians	0
would not like	0
in mourning	0
transparent , credible , free and fair	1
to accept	1
unlawful combatants	0
the meat was entering the food chain	0
are shameless	0
peaceful unification	1
widespread problem of torture	0
rebelled	0
has not brought the israeli public security	0
does not rule out	1
blasts	0
obvious concern	0
will not be able to attain	0
put most of the blame	0
being deterred	0
extensive protest	0
be happy	1
affinity toward	1
not the minister 's confrontational style	0
do not help	0
forging its own way	0
should take place	1
interests	1
questionable	0
assassinations	0
unselfconsciously	0
crush	0
support	1
declined	0
growing tendency to act first and consult later	0
continuing waste of human life	0
pinned the tag	0
would stabilize	1
resistance	0
asked	1
will be instrumental	1
experience the same fate	0
have triumphed	1
as small ( yet acceptable ) as possible	1
putting at least part of the blame	0
dramatic upsurge	0
are being subjected to	0
have grave doubts	0
inalienable palestinian rights	0
apartheid	0
taiwan independence '	0
who is ordinarily so sure of himself and of his jokes	0
spirit of	1
of all the unconscionable things	0
accusing	0
invited	1
losing the sympathy of the civilized world	0
a crime against humanity	0
all this time	0
failed to meet international standards	0
outmanoeuvred	0
as if it was a minority	0
runaway	1
to offer support	1
outcry	0
nuclear club	0
treating people this way	0
systematic campaign of violence	0
is ignoring its commitments in the current situation	0
vented her anger	0
such a false	0
applauded	1
has painted	0
will overcome the current difficulties , revive their economy and maintain their social stability	1
provoke	0
accused	0
not happy	0
more interested	1
were treated with suspicion	0
discontent	0
regards	0
threaten to compromise	0
allah knows what	0
can be abated	1
way below	0
appealed	1
triumph for human rights	1
will not be tolerated for long	0
axis of evil	0
to maintain calm	1
prejudged	0
queried	0
patriotism	1
desperate tableau	0
inhumane	0
was not killed	0
respect their parents and teachers	1
comfort	0
anti - democractic	0
new - found	0
more belt - tightening	1
aggression and terrorism	0
punishment	0
criticized	0
below minimum standards	0
insisted	1
admitted	0
has also strongly denied	0
accusing	0
been picking on	0
sufficiently patriotic	1
criticism	0
immediately blasted	0
the money well spent	1
disputes between	0
containing daily criticism of	0
to the venezuelan armed forces ' misfortune	0
disapproval	0
can actually enhance our competitiveness	1
supports	1
a sense of belonging	1
stinginess	0
admonishing	0
called for	1
nothing that threatened the integrity	1
demands	1
seeks to hide	0
intervention of domestic affairs	0
too harsh to be tolerated	0
agreement or understanding	1
approve of	1
hegemony	0
anti - iran reports	0
criticism	0
were irritated	0
has absolute confidence	1
credibility evaporated	0
the modern , 21st - century version of the stars and stripes	0
loved	0
failing to be free and fair	0
complaints	0
it 's really strange	0
can not imagine anything as beautiful as that	1
the illusion	0
victor ,	0
media conspiracy	0
publicly designating	0
fairly strong	1
rhetorical petards	0
repeated calls	1
against all hope	0
there is need for a partnership	1
would not be a bad idea	1
can`t be a minority if there is no nation	0
warned	0
crisis of illegitimacy	0
which is getting worse day after day	0
neutralized , heterogeneous , impatient and politically immature opposition	0
maintains its support	1
antagonism	0
violation	0
barely a day after	0
concern	0
watertight	1
now is the time to build our future together	1
ploy	0
already volatile	0
recommendations	1
think	0
never doing anything unprofitable	0
that sort of trust takes several years , if not an entire generation , to rebuild	0
once prosperous	1
force us	0
for the benefit and well - being of future generations all over the planet	1
continued support	1
would not accept	0
pretending to forget	0
supported	1
are irritated	0
sympathy	0
serious mistakes	0
excuses	0
accused	0
just and acceptable political framework	1
those digging graves for others , get engraved themselves	0
infuriated	0
have pressed	1
the problem is , who can ensure that these guidelines will indeed be adhered to	0
steering the nation to prosperity and progress	1
ruined	0
closer to hypocrisy than to murderous hatred	0
will not change	0
play into the hands	0
can never dampen or bend	1
not free and fair	0
dismissed	0
discrediting	0
charges	0
she was playing games	0
promise	1
was satisfied	1
be considered	1
fell short	0
won the assurance	1
my stomach was in a real knot	0
nevertheless	1
wants	1
just to gain popularity	0
appears to be sidestepping the conventions	0
hope	1
plight	0
riddled with irregularities	0
dialogue among civilizations	1
no one	0
criticized	0
could be hobbled	0
prisoners are getting coddled	0
threatening america and its friends and allies	0
was surprised , to put it mildly	0
violating human rights	0
are nonetheless concerned	0
memorandum of protest	0
traitorous	0
useful message	1
no spirit of independence	0
clearly did n't work	0
we shall not retreat	0
what he called	0
doubly embarrassed	0
pro - peace rally	1
decisions not to accept	0
are tired	0
expressed his surprise	1
he can work with his troubled neighbor	0
the radical wing of anti - castro exiles	0
outrages	0
difficult situation	0
aggressions against	0
suffering from difficulties	0
laid the blame	0
despite the sept . 11 atrocities	0
calls	1
unfair	0
axis of evil dogma	0
without exception	0
urged	1
so worried	0
criticised	0
israeli tanks are pushing further	0
crimes of war	0
such desperation	0
a petty - minded populist who had done great damage to his country 's economy	0
expansionist policies	0
alone is overwhelming	0
paints doomsday scenarios	0
fundamentally can not accomplish anything	0
recommendations	1
at the request	1
do not reflect the reality	0
without room for rigging	1
has accused	0
certainly not raised us image	0
irritate	0
pent - up demand	1
long refused	1
provoked much criticism	0
hand that is stretched for peace	1
too small	0
attacks	0
has warned	0
should be looking up smiling	1
of course	0
to make it seem	0
anti - american doctrines	0
trying to use the time factor	0
could , however , not be openly described as free and fair	0
called	0
hope	1
pursuance of a vendetta	0
is about to call on	1
there is no reason for it to be impossible	1
particular concern is raised	0
has already warned	0
recognizing	0
when the stakes matter the most	0
on behalf of my country	1
under the pretext	0
criticism	0
criticized	0
catastrophe	0
by failing to hold firm	0
axis of evil	0
do n't want	0
views itself	1
ambiguity	0
violating	0
preference	1
obviously overshadow	0
smear tactic	0
flawlessly	1
by cheating	0
does not agree	0
threat	0
it is true	1
undermine	0
a donkey being controlled by the british	0
do not acknowledge	0
not try to change the world by command	0
could n't care less	0
am confident	1
alarming	0
was unable to recommend	0
might already be implementing	0
legitimate	1
provoking	0
defend freedom	1
warned against	0
evil empire	0
implicitly encouraged	0
just to embarrass the administration	0
vote rigging	0
not even	0
swore allegiance	1
too harsh	0
hard not to see	0
confidence	1
starving its people	0
such concerns	0
divorce	0
the last supper - - it is zanu - pf 's final feast	0
the further	0
taking away from	0
congratulate	1
only solidarity and generosity	1
these people are committed terrorists	0
expressed concern	0
bloody	0
stick to	1
is ready to declare war	0
possibly suicidal	0
a bearish soldier who looks like the kind of guy who enjoys breaking things on his face	0
suspected	0
often must cope without	0
criticism	0
is not in control	0
was conducted in such a way as to favour the ruling party	0
are a little testy	0
favouring independence	1
tamed inflation	1
had praised	1
reaffirmed	1
criticism swelled	0
could not be said	0
could force	0
extra - judicial liquidations	0
voluntary	1
hope	1
fears and concern	0
proposed	1
have accepted	1
who are highly respected within the society	1
more eminent , neutral	1
severing all ties with the zionist enemy	0
accused	0
called for	1
least free	0
is not a sure thing	0
criticized	0
calm and forward - looking	1
crises	0
criticizes	0
systematically wrecked	0
no provocation	1
likened	0
accuses	0
jeopardy	0
save	1
the interests	1
questioned	0
aggressively	0
strategy calling for	1
danced in celebration	1
is reflected	1
world 's best chance	1
axis of evil remark	0
had already been rejected	0
goals	1
have also condemned	0
will be able to achieve balanced economic growth	1
against obstructing	0
blair report	0
not out of concern	0
who were expelled from their homeland	0
hardline	0
this distortion in its policies	0
oligarchic elite	0
in retaliation	0
had refused to accept	0
or even solidarity	0
a shocking story	0
supposed to approve and participate in	1
praised	1
fevered criticism	0
treated well	1
has violated the rights of the minorities	0
play a meaningful role	1
american background	0
very different	0
i have truly never seen anything as beautiful as the earth from space	1
unreasonably	0
also unclear	0
loudly trumpeted	0
it is certainly playing games	0
wants to create	1
something disadvantageous	0
underestimates	0
does not want	0
enough	0
can no longer stand shoulder to shoulder	0
approval	1
would not be traded away	1
closed ranks behind	1
fundamental importance	0
warning	0
forever	0
the support	1
lose the right to count itself among the world 's democracies	0
because	0
support	1
policy of domination in total negation of the lofty principles of morality , ethic and democracy	0
worried	0
so scared	0
they get fed better than us	0
consider	1
called on	1
alarming	0
vicious	0
fear	0
horrifying act of oppression	0
principles of justice	1
openly invited	1
will acknowledge	1
military bastions and bases	0
a little uneasy	0
called on	1
nothing new	0
would be reluctant	0
what would then remain	0
increasing criticisms	0
only major obstacle	0
hoped	1
breast - beating	0
am sure	1
sanctions against	0
no support for	0
incited	0
refused to confirm	0
under the pretext	0
insufficient	0
for a good future	1
applaud everything	0
threatens	0
would not be out of necessity	0
should not be loaded with all the world 's sins	0
axis of evil	0
also suggested that death would be the only way out of the conflict	0
chapter of international terror .	0
is concerned	0
wants	0
endeared him	1
suggestions	0
peaceful reunification	0
eradication	0
develop its relations	1
extremely incompetent	0
is pleased	1
concern	0
increasingly angry opposition	0
long neglected	0
calm	1
slams	0
dry up the roots of terrorism	1
duplicity	0
struggling	0
predicament	0
remembering	0
just as most of the countries that submit to its demands	0
worst	0
prefer	1
conceded	0
trying time	0
defensively holds up the kyoto protocol	1
transmit	0
mandatory	0
peace to prevail	1
significantly weakened	0
more heterogeneous	1
main supporter	1
unusual	0
hope	1
massacre	0
back on track	1
utterly	0
disaster	0
calls	0
escalates that aggression to a point	1
demanded heavy expenditure	0
our friends and allies	1
we are millimeters away from a civil war	0
decided	0
tarnishing the us role	0
a row	0
torture	0
voices can not be heard by anyone	0
is justified	1
back on track	1
stop his repression	0
dosed up	0
without having any proof , reason or documentation	0
charging	0
ignored	0
good reviews	1
known	1
have angered	0
act of terrorism	0
irked	0
the iranians have not done what the pakistan government has done	0
most unfortunate	0
easily qualify as repressive and violating human rights	0
enormous	0
negative position	0
to draw up an action campaign aimed	0
retrogression	0
acting arbitrarily	0
troublemaking	0
still persisted	1
keep a distance from america	0
disagreed	0
discrediting	0
worries	0
poured all kinds of abusive words	0
end up like french algeria	0
deleted	0
above all contradictory	0
denied	0
could think of nothing better	0
proudly announced	1
warned	0
determination	1
so appalling	0
the lack of	0
giving up with india	0
claims	0
would create	1
respecting	1
was neither free nor fair	0
impossible	0
humane , legal , and proper .	1
should work	1
unacceptable	0
applauded	1
publicly denouncing	0
blame	0
urging	1
hope	1
wrong judgment	0
suffers	0
us - british aggression on iraq and meddling in its internal affairs	0
not yet	0
even	1
caution	1
requesting	1
if arafat fails to fulfill them	0
praised	1
concern	0
is denying	0
criticized	0
refusal to respect its obligations	0
welcomed	1
assuming it has any	0
equally worryingly	0
cramped and spartan	0
with good economic management , israel should have little trouble	1
faux pas	0
will finally deliver on his promises	1
it is a sign of serious economic trouble	0
strong base for bringing about calm and stability	1
his victory was a triumph against the west and whites	1
should have called government officials to account sooner	0
very serious threat	0
club gitmo	0
such was the very sin	0
effectively curb	1
same shit , different day	0
the four square meter cages	0
collapse	0
an axis of evil	0
warned	0
supported	1
cages	0
moments of sheer upliftment and exhilaration	1
far from perfect	0
immediate withdrawal	1
was not on their side	0
considers	0
serious , calm and forward - looking approach	1
pursued	1
long and painful	0
only too aware	0
favorably describing	1
with some effort , he pins the flailing child down on the changing table only to discover there are no diapers in the house	0
hope	1
because they seek weapons of mass destruction and have links with terrorist groups	0
without admitting	0
suddenly going to become reasonable	0
would also accelerate	1
only ask of	1
how far the arab world has come	1
our goal	1
is now condemned	0
voices criticizing	0
confiscate	0
eagerly	0
a recommendation	1
free and fair	1
tremendous amount of progress	1
who does not miss an opportunity	0
the problem was disposed of in two hours	0
want	1
supports	1
yield	0
opposed	0
incited	0
gratitude	1
should forge unity	1
attack	0
thanks	1
all these are eyesores	0
opposed	0
as close as	1
wanton destruction of property	0
looking back one can see a general lack of vigilance	0
flopped completely	0
disorganization	0
has eroded the government 's ability	0
dangerous terrorists	0
but instead	0
can be bought cheaper	1
consistently opposed	0
was justified	1
appears complicit	0
without	0
opinionated	0
complacency	0
roughly	0
campaign	0
he must think he can defy gravity	0
threatens	0
readily accept	1
in the worst sort of way	0
pressure	1
on the rise	0
the world 's biggest exporter	0
is aghast	0
advancing	1
manipulation	0
rigging	0
claimed	0
backed	1
will now tend to support	1
a brutal occupation	0
it is inevitable for injustice to meet denunciation and rejection	0
of more	0
is travelling too much	0
appeared surprised	0
no longer fit	0
are unanimously demanding	1
recognition	1
growing reluctance	0
like the case of that pot who called the kettle black	0
flawed	0
can not accept	0
violated	0
will be inviting	1
hatred	0
rapidly absorbing	0
wanted	1
elite	0
are not to be treated like those jailed by the u . s .	0
embraces	1
forms a wretched background	0
of chained and humiliated	0
the uproar	0
oversight	0
abandoned	0
wily israeli aggressors	0
to ensure the full exercise of democratic rights	1
will do its utmost	1
was not transparent	0
restraint	1
an excuse for repression	0
not going to remain silent	0
disapprove	0
critical voice in	0
in a way that threatens	0
threats	0
respecting	1
hope	1
high	1
could hardly hide his excitement	1
misguided policy	0
sign of progress	1
hopes	1
remarks branding	0
axis of evil theory	0
urged	1
no protection	0
did not recognise	0
feel	0
remains committed	1
the complaint	0
endorsed	1
was successful	1
radical responses germinate	0
congratulates	1
fear of	0
decision to condemn	0
what a brazen - faced deception of reality	0
spells serious trouble	0
blamed	0
loudly and clearly	1
are critical	0
social explosion	0
has also criticized	0
were likely not to be free and fair	0
warned	0
respecting	1
provocation	0
safeguarding peace and security	1
is feared	0
dogged	0
only reason for this would be	0
foregone conclusion	0
vengeance	0
celebrated	1
dominating the world	0
bore the responsibility for the confused events	0
destroys the fundamental principles of subordination	0
even worse	0
launch efforts to make cyprus a friendship bridge	1
a casualty of his own government 's attempt to maintain favor in washington	0
felt	0
is really hard to understand	0
nor is depriving them of all their senses	0
believe	0
interfered	0
free and fair	1
had thanked	1
going in the right direction	1
sensational	0
was a crusader	1
if a rocket launch fails	0
dedicate themselves to lamenting	0
failure to substantiate	0
both ridiculous and odd because they all seemed to be playing games	0
burden sharing	0
support	1
every effort possible	1
has always resolutely opposed	0
can and should never be	0
brouhaha	0
expressed concern	0
willingness	1
purposely play up	0
subsequently denied	0
growing amplitude	1
slapping	0
unbelievable provocation	0
have saved all of their praise	1
angry anti - us protests erupted	0
a firm grounding in international human rights	1
certifiably dead	0
condemn	0
ever - improving	1
want	1
which is beyond bush 's imagination	0
at least without an explanation	0
citing	0
not an acceptable method	0
intends	1
all these innocent people being killed	0
triumphantly returned to power at the request of his own people	1
uncontrollable social situation	0
echoed	0
confronting itself	0
soon erode	0
was committed to protecting	1
if it suddenly proved impossible	0
more sympathetic	0
the whiff of scandal and conspiracy is in the air	0
gives new life	1
accused	0
can never be right to indulge this disease	0
stood a good chance	1
furiously lobbied	1
a man of peace	1
biased propaganda	0
bad	0
complaining	0
he would receive a hostile reception	0
there is no scope for such madness	0
plight of	0
country of enormous potential	1
provokes	0
supported	1
united states ' hostility to islam	0
seem logical .	0
were ready to accept	1
go into the streets en masse and defend and support	1
advice	1
honoring	1
defiance	0
want	1
even more worrying	0
conspiring	0
insists	1
such a disadvantageous situation	0
had always denied	0
ambitious	1
the real ringleader of evil	0
psychological sense of isolation , domination and futility	0
improving	1
sharp divisions	0
depends on	0
would set a precedent that could affect the fate of us soldiers sent out to risky areas of this planet	0
took exception	0
approve	1
better served	1
taking the stand supporting	1
opts	1
heavy losses	0
dreaming	1
see	0
threats	0
would have lent a noteworthy twist	1
where there are not even polls	0
he belongs to the good side	1
overshadowed by the midst of the tragic events	0
certainly an ideal location	1
failed the 'free and fair ' test	0
tragic	0
exemplary , free , fair and peaceful	1
his goal	1
lacks a coherent	0
support for	1
even impossible	0
warned	0
hailed the end	1
most realistic	1
i will have won	1
threat only to	0
complain	1
something sometimes go wrong	0
dubious circumstances	0
could contaminate	0
displeasure	0
abided by calm and cease - fire	1
desperate	0
the legitimacy	1
outrage	0
more complete	1
adequate	1
urges caution	1
uproar	0
feeding on the growing frustration	0
chavez had to go	0
smiling	1
can turn this to their advantage	1
do not realize	1
inspiring	0
wants	0
promoting peace and stability	1
number one democracy	1
rig	0
not only	0
will respect	1
are more interested	1
falling victim	0
not done anything	0
poor response	0
am happy	1
upgraded	1
more international responsibility	1
sees	0
being power - hungry	0
let us hope	1
a naive , patently stupid young man who chose the wrong heroes	0
will not concur	0
want	1
tensions	0
stopped short of being free and fair	0
writing off	0
would press ahead	1
view	0
gave free rein	0
was nothing more than a sick attempt to appeal to the worst red - neck prejudices	0
was charged with treason	0
once again	0
safeguard peace and security	1
refusal to approve	0
suffering	0
is promising	1
oppression and supremacy	0
have also agreed	1
real	1
the demonstration	0
sees	0
an interesting idea	1
america 's biding	0
making a spectacle of	0
stands on the israeli side	1
one of the most popular	1
possible excesses and violations of rights	0
row	0
steel cages	0
however	0
are upset	0
think	1
desperate last - minute act	0
have the goal of peace in mind	1
urging	1
who were deprived of the minimum political and human rights	0
feels constrained to reject	0
legitimate	1
deigned	0
not only	0
twisted and distorted	0
as is feared by the whole world	0
legitimate and competent	1
aspirations	1
proclaimed	0
substantially represented	1
supported	1
most interesting	1
excessive	0
we fought for half of our lives	0
have worse conditions	0
his best	1
rogue	0
his career was like a rough sea , with highs and lows and never calm	0
deplored	0
ca n't be burying its head in the sand	0
strong support for	1
is going to be interesting	1
bias against	0
sitting on the fence	0
debacle	0
have criticized	0
reportedly	0
unnecessary	0
provocative	0
dangerous	0
enormous concern	0
spiteful attitude	0
very simplistic	0
accused	0
think	0
real sting	0
have denounced	0
significant	0
chavez ' incapacity	0
befuddled	0
entirely run counter to the aspirations	0
will circumvent	1
even in some cases pure falsehoods	0
accusing	0
his commitments	1
counting on	1
condemnation	0
contradicts the efforts to calm down the situation	0
assurances	1
wait - and - see	0
axis of evil	0
like they 're best buddies	0
was angered	0
koizumi say 'no ' to bush : stick to kyoto protocol	0
do n't like	0
wish	1
preposterous	0
the us has behaved as if it had a sort of natural right to create law	0
so many uncertainties	0
promotion of world security , improvement of economic conditions , defusing regional and global crises and conflicts , checking unleashed competition for rearmament , reduction of the gap between the mainstream and peripheral countries	1
increasingly close	0
warned	0
will hopefully	1
unambiguous commitment	1
harmed	0
lashed out	0
all but welcomed	1
no alternative	0
at a loss	0
only possible definition will be torture and the violation of human rights	0
was hailed by	1
nearly invisible	0
pretext	0
outright isolation	0
rhetorical petards hurled	0
masterminded	0
scorned	0
continue to obstruct	0
aggressively harping	0
countless letters , statements , and comments protesting	0
labeled	0
humiliation of	0
dangerous	0
sacrifice himself	0
venting its personal grudge	0
first major	1
independent	1
risks	0
would boost	0
loyal attitude of	1
would be difficult because	0
axis of evil	0
was unable to explain	0
only create mistrust	0
join hands	1
cycle of violence	0
continue to adopt	0
are not guessing correctly about the dilemma of the chicken or the egg into which the argentine crisis has become converted	0
will not	0
what political objectives might be driving	0
hard to find a justification	0
serious division	0
lost the game	0
perpetrated	0
criticize	0
were still concerned	0
sovereignty and land in spirit	1
sought to project itself	1
how frequently	0
far from condemning	0
strong	1
legitimate	1
calling	0
will be tarnished	0
have been heavily critical	0
cautioned	0
considered	1
adequate	1
summits , '	0
was a good thing for the hemisphere	1
parts of an axis of evil	0
through a crafty ruse	0
soured relations between	0
thwarted	0
so - called	0
him has not been pretty	0
would not support	0
impinge	0
has obviously counted on	1
humanitarian law was violated regularly	0
repeat his father 's mistake	0
visited cuba in a friendly manner	1
the justice	1
complaint	0
pained him	0
an obsession - - fidel castro 's downfall	0
could range from collective disapproval to suspension	0
rejection in response	0
its intention	1
has been eager	1
may feel uneasy	0
fulfill its pledges	1
negatively	0
gave the guerrillas the right	0
friend	1
refused	0
disapproves	0
far more bares bones	0
thanks to the taliban regime	0
to defer or reject	0
can probably never pass this test	0
quite the contrary	0
decisions	0
not a nation that is able to abide by	0
seeks	1
fear	0
it is reassuring to believe	1
was supported	1
may have doubts	0
ends up causing damage	0
want	1
has unashamedly seen fit	1
pride	1
will be welcomed	1
gives a rat 's ass	0
rated	0
wish	1
recognition	1
may not	0
stands alone	0
promoted strongly	1
warned	0
is always a tough call	0
dictation from the us	0
reproached	0
face justice	1
subjected to sensory deprivation	0
arbitrary arrests	0
tried to encourage	1
can affect	1
waited angrily	0
we will go to war	0
there was a lot of fear and tension	0
did not adequately	0
has n't officially declared war	0
concluded	0
a victory for democracy	1
is also reflected	0
pent - up opposition	0
renew our support	1
historic milestone	1
as a non - starter	0
axis of evil dogma	0
are blaming	0
his hands would be empty	0
injustice	0
to call on	1
allegations	0
has a point	1
is now promoting	1
cruel , inhuman or degrading treatment	0
calls for	1
abuses	0
warned	0
occupation	0
abundant reserves of energy	1
is battling	0
who did not drop out of law school as i did	0
assassin	0
apparent contradiction	0
welcomed	1
throw us from the island	0
had disagreed	0
openly hostile position	0
ok 's	1
context of the struggle against international terrorism	0
refused	0
will come to realize	1
impression	0
attempts to suppress	0
scapegoats among the weirdoes	0
badly	0
instigating	0
beginning a new offensive on religious minorities , persecuting muslims	0
antics	0
incited	0
problem	0
in death rather than staying alive under occupation	0
even though aware of the allegations concerning him	0
unlawful	0
fails	0
favouring independence	1
lose popular support among	0
revokes	0
would be nothing without the chic and prestige conferred by elite u . s . universities	0
a gross mistake	0
tougher policy against	0
is making the kind of noise	0
charges of	0
demonstrations	0
pride	1
messages of encouragement	1
poses a new threat	0
ineffective	0
optimistic and hopeful	1
threats	0
much fairer	1
felt betrayed	0
there should not be surprises	1
its own inhuman behavior	0
will be faced with difficulties	0
do n't think it is a wise thing	0
has shown effectiveness	1
will tend to disappear	1
enormous interest	1
realizes	1
not acceptable	0
refused	0
devoted to promoting and safeguarding human rights and fundamental freedoms	1
perils of delusion	0
more severe	0
did not want to give up	0
left has compounded anti - americanism into dogma	0
are feared	0
this is bullshit	0
hoped	1
it will not be free and fair	0
likewise thwarted	0
is in shellshock	0
threatening	0
and they will get it	1
you frustrate as many voters as you can	0
credible	1
maintained a clear - cut collaborative stance towards	1
was seen	0
would callously exploit	0
labeling	0
should be opportunities	1
led a move to suspend	0
provoked	0
unable to come to terms	0
pose ``a grave and growing danger	0
illegitimate	0
has proven to be	1
unfortunately	0
wronged	0
rejected	0
these values and ideas	1
best thing	1
intelligent , rational	1
intolerable	0
unrealistic	0
reached boiling point	0
inexorably	0
had alienated	0
was worried	0
urged	1
you ca n't live with this level of hysteria	0
bloody terrorism	0
bitterly fought	0
could not be said to adequately comply	0
gunned down	0
are committed	1
there are a few ambiguous points	0
pessimistic again	0
may bring change	1
criticism	0
do n't want	0
became too interventionist	0
is not amused	0
apocalyptic savagery	0
blame	0
can create trouble and instability	0
resort to all means to impede the march for peace	0
seriously hindered	0
legal	0
have staged marches , banging on pots and pans , and other demonstrations to protest	0
keep up the hope	1
unwarranted	0
convey the message of peace	1
threats against freedom of expression , democracy , and legal security	0
retaliating	0
oppressive israeli military campaign	0
rather flimsy	0
good negotiator	1
brought to the justice	1
repeatedly trumpeted	0
they are indeed entering	0
outrage	0
have raised questions	0
want change	1
do n't want	0
what looks like voluntary will actually be coercive	0
defiant stance	0
refusing to buckle	1
publicly accused	0
just as soon avoid	0
have joined the chorus of protest	0
prevented	0
the protest	0
it 's very disappointing	0
asked	1
seeking	1
is very good	1
war - mongering	0
a historic success	1
wanted	1
groundless plot	0
called for	1
are not appropriate	0
support	1
should stop	1
constitute a breeding ground for bilateral tensions	0
even against vehicles transporting pregnant women in labor and against unarmed citizens	0
effectively rebutted	0
ideological fight against capitalism	0
in the face of	0
never had a democratic election	0
leeway	1
go out into the streets to defend	1
were fears	0
fight terrorism alone	0
willing to starve their people	0
picked a quarrel	0
pledged	1
was hopeful	1
highest	0
anti - chavez protest	0
hostile international attention	0
not ruin its relations with the arabs	1
palestinian hand that is stretched for peace	0
support	1
assassinating citizens it alleges have links to security activities	0
doubts	0
axis of evil	0
very strong concern	0
accusing	0
negative	0
nobody can feel free	0
that 's what happened in argentina	0
alone	0
probably think	0
so - called great satan	0
honorable	1
unlikely to affect	1
appeared to go well	1
is stiffening in its attitude toward	0
are willing to die	0
were considered	0
certain countries resort to	0
shadow of this noise	0
axis of evil argument	0
simplistic	0
accused	0
threatened to choke	0
denounced	0
has asked	1
would continue to honor its commitment	1
inconsistent	0
turned down	0
shackled like wild animals	0
significantly	1
chavez was right	1
does not take any responsibility	0
have expressed dissatisfaction - but not surprise	0
orders stretching all the way back to the oval office	0
advised	1
wanted	1
is getting little sympathy	0
victory of justice and freedom	1
without belt - tightening there is no money , and without money there is no belt - tightening	0
has riled	0
strong view	0
considers	1
has done very little so far	0
axis of evil	0
likely to support	1
good guests	1
new labyrinths and tunnels	0
to defend	1
axis of evil	0
his mdc lot	0
axis of evil theory	0
fair	1
feared	0
agreed	1
criminals	0
will fight on	0
criticism	0
supported	1
not a legitimate government	0
growing frustration	0
intentions	1
certainly help	1
axis of evil	0
seeks	1
angry	0
longest destructive war	0
will make it look as if they 're being brutalized	0
is optimistic	1
enjoy	1
100 percent	1
accuses	0
if there is no confidence	0
despite everything	0
hurry up and wait .	0
refuses	0
heroic	1
elevates its image in international society	1
did not adequately allow the free and fair expression of will	0
prodded	0
to heel	0
to put it mildly	0
appreciable	1
inhumane	0
a warning	0
enjoy	1
concerning themselves	0
will profit as well	1
virtually no attention has been paid	0
abusing human rights	0
reminded	0
shooting unarmed civilian demonstrators in cold blood	0
signifies	1
has floundered	0
concern	0
so - called stop - over tactic	0
neither especially virtuous	0
do n't want	0
has never tried	0
provoke an aggressive war	0
exercising dictatorial powers	0
terrorist	0
taking issue with	0
wanted to rope in	1
no one would want his dog to be treated like that	0
supposed pre - eminence	0
avoid	0
could spark a return to the chaotic days	0
vitriol	0
exists within millions of palestinians	1
undoubtedly strong and well thought out	1
fortunately	1
would not have been a free and fair poll	0
protesting	0
no business	0
in praise of those 'damn yankees	1
rejection	0
now heaped upon	0
indefinitely	0
lost their illegitimate interests	0
threatening	0
voiced his concern	0
freely	1
do not agree	0
an excuse to pursue another unilateral offensive	0
nothing was done to prevent the disaster awaiting	0
a former army coup - meister himself	0
however we move forward into the future	1
unable to move	0
to describe	0
in addition to being effective	1
confidence	1
mutinous	0
if there are problems	0
never	0
marginalized	0
is succeeding	0
opposition	0
plunged the palestinians and israelis into an endless cycle of violence	0
rightly a champion	1
foresaw	0
chanted	0
damaging solidarity	0
made such charges	0
was forced out	0
affected every corner of the earth	0
refused	0
aggression	0
excessive	0
true	1
smaller than small	1
called for	1
may better	1
to deliver official criticism	0
is accusing	0
damaged	0
well - meaning	1
ever	0
are against the spirit	0
opposition activists	0
futile	0
wants	0
legally established	0
still want	1
divide and rule	0
would be convicted	0
greatest fear	0
the hopes of	1
old foes	0
supports	1
as a vehicle for increasing personal popularity	1
considers	1
was strongly supported	1
overwhelming evidence	0
has been reluctant	0
wants	0
the sense of frustration	0
poking fun	0
eternal scourge of corruption	0
would also ensure a durable peace	1
to encourage	1
effective solution	1
backing	1
protest	0
no right	0
lumping	0
worlds cracked apart	0
blessed	1
negated	0
was not delighted with	0
crushed politically , socially , economically	0
approve	1
having success	1
well disposed	1
lie	0
was harassed	0
they can not be trusted	0
wish	1
government of death	0
the same unilateral policy	0
poor	0
respect	1
